id,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10,Pregunta11,Pregunta12,Pregunta13,Pregunta14,Pregunta15,Pregunta16,Pregunta17,Pregunta18,Pregunta19,Pregunta20,Pregunta21,TOTAL
4782,0,3,1,1,2,3,3,3,3,0,3,3,2,2,1,1,2,1,0,2,2,38
4783,2,0,0,3,3,1,0,2,1,0,3,0,2,3,3,0,1,2,2,2,3,33
4784,0,0,1,3,0,2,2,2,1,1,0,2,1,1,3,2,0,0,2,2,1,26
4785,1,0,2,1,2,1,0,0,2,0,3,3,0,2,0,0,2,3,1,3,0,26
4786,3,1,3,2,3,0,0,1,3,0,1,1,0,2,1,3,3,2,1,0,3,33
4787,3,1,2,3,2,2,3,1,1,3,0,0,3,2,3,3,0,1,3,2,0,38
4788,3,1,2,3,3,0,3,2,2,3,2,3,2,3,3,1,0,3,1,0,3,43
4789,0,2,2,0,3,2,0,1,2,0,3,2,3,3,3,0,3,1,2,3,2,37
4790,2,3,2,2,0,1,2,2,1,1,0,2,1,2,0,2,2,2,3,3,3,36
4791,0,0,2,1,3,0,1,3,1,1,3,3,2,3,2,2,2,2,2,0,3,36
4792,2,3,3,0,0,2,0,0,1,0,3,3,2,2,2,2,2,2,0,1,2,32
4793,3,2,0,2,0,1,0,2,2,2,1,1,1,2,0,1,1,1,1,1,3,27
4794,2,3,2,3,0,1,0,2,0,3,2,3,2,0,3,0,3,0,2,1,3,35
4795,3,2,2,3,1,3,2,2,2,0,3,2,0,1,1,3,3,0,0,1,2,36
4796,2,3,1,3,2,0,3,2,0,2,3,1,1,1,2,1,3,2,2,2,2,38
4797,3,1,3,2,3,1,0,1,2,0,3,0,2,3,0,3,0,2,2,1,1,33
4798,0,1,2,0,0,3,3,1,0,2,2,2,0,1,1,1,0,1,1,3,3,27
4799,3,2,1,1,0,0,3,3,3,2,2,1,2,3,0,3,1,2,0,1,3,36
4800,3,1,2,1,2,3,2,3,1,0,3,3,3,1,3,1,1,3,3,2,2,43
4801,3,0,3,3,0,2,1,1,1,0,2,0,2,0,3,1,1,1,0,2,3,29
4802,2,3,1,3,1,2,2,2,3,2,2,1,0,1,0,3,3,3,3,3,2,42
4803,2,0,2,0,0,2,2,3,3,0,2,0,2,1,1,3,3,3,0,2,3,34
4804,1,0,2,0,1,1,3,2,2,0,3,2,2,3,1,3,2,3,1,1,1,34
4805,3,2,2,3,3,1,2,1,1,0,3,0,0,3,1,1,1,0,0,0,1,28
4806,1,0,0,0,1,2,2,1,0,3,0,3,0,2,1,1,2,2,0,0,3,24
4807,0,0,3,0,3,1,2,0,2,1,1,2,3,1,0,3,3,3,1,3,0,32
4808,0,0,1,1,2,0,3,2,3,3,3,0,1,3,3,3,2,2,3,2,2,39
4809,0,3,1,3,3,2,3,0,0,1,2,2,1,1,2,1,1,1,0,3,3,33
4810,1,3,0,3,0,0,1,3,1,1,3,1,1,1,2,1,3,3,2,2,1,33
4811,1,0,0,0,3,3,1,0,1,0,0,1,2,1,2,0,3,0,0,0,0,18
4812,0,0,0,0,0,3,3,1,0,2,0,1,0,1,1,1,2,0,0,1,3,19
4813,1,1,3,2,3,1,0,2,2,0,1,1,3,2,3,1,2,3,3,2,0,36
4814,3,3,3,3,1,3,0,3,3,3,3,0,2,2,2,0,2,1,1,3,1,42
4815,2,2,0,0,2,1,3,1,2,0,2,1,2,0,0,3,0,2,2,3,2,30
4816,0,3,0,0,0,0,3,1,3,0,3,2,1,2,2,3,0,0,2,2,1,28
4817,3,3,0,2,2,0,1,3,0,2,1,3,1,2,3,3,2,3,0,2,3,39
4818,2,1,1,2,2,1,1,1,2,3,1,1,0,1,0,1,3,3,1,1,3,31
4819,1,1,1,0,0,1,1,0,3,1,2,1,0,0,3,2,1,0,1,3,2,24
4820,1,1,0,2,3,2,1,0,1,0,1,2,2,2,3,2,3,3,3,0,3,35
4821,0,0,1,3,2,1,0,0,0,1,0,0,2,0,2,3,0,0,2,0,2,19
4822,2,3,0,0,3,3,1,0,0,2,3,1,3,2,0,0,0,0,3,2,3,31
4823,0,1,3,3,2,1,2,1,0,0,2,0,3,2,3,0,2,1,1,2,1,30
4824,3,1,2,3,0,2,2,2,2,0,0,3,3,0,3,0,3,0,1,3,3,36
4825,2,1,3,0,0,0,3,2,1,0,1,1,1,3,2,2,2,1,1,2,2,30
4826,2,3,2,3,0,2,3,2,2,3,3,1,3,1,1,3,0,3,1,1,1,40
4827,2,3,1,2,0,2,0,3,3,2,2,3,2,2,0,3,3,1,3,2,3,42
4828,0,0,2,3,3,3,1,1,2,0,1,1,1,2,2,0,1,3,0,3,1,30
4829,0,1,3,3,3,3,0,0,1,2,0,2,3,1,3,3,1,3,1,2,3,38
4830,2,3,2,1,3,2,2,2,3,3,0,2,0,3,1,0,2,3,1,2,2,39
4831,3,2,1,0,1,0,1,0,0,3,3,1,1,1,1,3,3,0,2,3,0,29
4832,2,2,0,2,0,0,1,3,3,0,0,0,2,2,0,2,3,2,1,3,2,30
4833,1,3,3,0,1,1,3,0,0,0,2,3,0,1,2,1,2,3,3,0,0,29
4834,0,3,1,3,0,2,3,2,2,3,3,0,0,2,3,2,0,3,0,1,0,33
4835,0,1,1,1,3,3,1,0,0,1,0,2,1,1,1,0,3,3,3,3,1,29
4836,3,3,1,0,2,2,1,1,0,3,3,1,1,0,3,2,3,1,3,1,0,34
4837,1,1,1,3,0,3,2,3,2,1,1,3,2,1,3,2,2,1,0,2,2,36
4838,3,2,1,3,2,0,0,1,1,0,3,3,2,3,2,3,2,0,0,2,2,35
4839,1,1,0,2,2,1,2,0,3,3,3,2,1,3,3,1,1,1,1,1,2,34
4840,0,1,2,1,0,3,0,1,1,1,0,0,1,0,2,3,2,0,3,3,3,27
4841,3,1,0,3,3,2,1,1,0,1,1,2,2,0,0,2,2,1,2,0,3,30
4842,3,1,2,1,3,1,1,0,0,1,1,0,1,1,2,3,2,2,3,0,2,30
4843,1,1,3,0,0,3,3,3,0,2,0,3,3,0,0,2,2,1,1,2,1,31
4844,0,2,2,1,0,1,2,1,2,1,0,2,3,0,2,0,3,2,2,0,0,26
4845,0,0,3,2,3,0,2,3,2,2,0,2,3,3,3,0,1,2,0,2,1,34
4846,2,1,0,1,0,3,1,0,1,1,1,0,2,1,3,2,2,2,0,3,2,28
4847,1,2,3,0,2,1,3,2,0,3,1,1,3,1,3,3,2,2,2,2,3,40
4848,2,3,1,3,1,0,2,1,3,2,1,0,2,2,0,3,2,2,3,3,3,39
4849,2,0,3,0,3,3,1,1,1,0,0,1,0,3,1,0,3,3,1,0,2,28
4850,2,1,3,0,3,3,3,1,2,2,0,3,1,2,1,3,0,2,2,2,0,36
4851,1,0,1,1,0,0,3,3,3,2,0,2,1,2,2,3,1,3,0,3,2,33
4852,0,3,3,3,3,1,1,1,1,3,0,0,1,3,0,2,0,2,2,0,0,29
4853,1,3,0,3,3,1,1,1,2,1,2,2,2,2,0,3,2,0,3,0,0,32
4854,0,0,1,1,1,0,1,1,2,2,0,2,2,3,1,1,1,0,0,1,2,22
4855,3,3,3,1,3,2,0,0,0,1,2,1,0,1,3,0,1,3,2,2,2,33
4856,1,2,0,3,2,3,2,0,3,0,2,1,2,1,0,1,0,3,3,0,0,29
4857,3,2,3,0,0,0,1,2,2,0,1,1,2,1,3,2,3,2,2,2,2,34
4858,2,0,1,1,0,1,1,3,3,1,1,2,0,0,2,2,1,2,0,2,0,25
4859,3,0,2,0,3,1,3,0,2,3,3,2,0,1,0,1,0,3,2,1,1,31
4860,0,0,0,0,3,3,3,0,3,1,0,0,2,0,0,2,3,3,1,3,0,27
4861,2,1,3,2,3,0,3,1,1,2,0,3,1,0,0,0,1,0,2,2,3,30
4862,2,3,0,0,1,2,3,0,0,0,1,1,0,2,2,1,1,2,0,2,3,26
4863,3,3,3,2,1,1,0,3,1,3,0,3,1,1,1,1,2,1,0,1,0,31
4864,2,3,0,1,2,0,3,1,0,2,2,1,0,2,0,0,2,1,3,3,0,28
4865,3,1,1,3,2,0,2,1,3,1,3,3,1,1,0,1,3,1,1,2,1,34
4866,0,3,3,1,3,3,0,1,2,0,0,0,2,2,2,3,0,0,2,2,2,31
4867,1,3,2,3,1,0,2,1,1,2,3,2,1,3,2,0,1,2,3,0,0,33
4868,1,1,2,0,0,2,0,3,0,3,2,1,2,0,1,0,0,3,2,2,2,27
4869,1,2,0,1,0,0,0,3,0,1,2,1,2,0,3,3,0,0,0,3,2,24
4870,3,2,1,1,3,1,1,2,3,0,3,2,3,0,3,0,3,2,0,0,0,33
4871,2,3,2,1,0,0,0,0,2,2,1,3,1,0,2,3,0,3,3,2,2,32
4872,0,0,1,1,3,0,3,3,3,2,0,3,3,2,2,3,2,1,2,1,3,38
4873,0,2,1,2,1,2,2,3,3,1,0,1,3,3,1,1,1,0,1,2,0,30
4874,3,1,2,2,0,2,2,3,3,0,1,3,1,1,1,1,3,2,3,3,1,38
4875,1,1,3,0,3,2,0,2,1,2,0,2,0,0,2,2,3,0,1,3,1,29
4876,3,2,0,0,1,3,1,1,1,0,3,2,3,0,3,0,0,0,2,0,1,26
4877,2,1,3,2,1,1,1,2,2,3,2,1,1,3,1,1,1,1,1,3,0,33
4878,1,2,3,1,0,1,3,2,3,2,0,2,3,2,3,0,1,2,3,3,3,40
4879,0,1,1,2,3,1,0,0,2,1,2,1,3,1,1,3,1,0,3,3,0,29
4880,0,0,2,1,0,3,2,0,3,2,3,0,1,3,1,2,2,1,2,1,3,32
4881,1,1,3,3,1,2,1,2,2,2,0,0,2,0,1,3,3,3,2,2,1,35
4882,1,2,3,0,3,1,2,3,3,0,2,3,3,0,2,2,1,1,0,1,2,35
4883,3,3,3,3,1,2,1,3,1,0,1,0,3,1,1,1,1,1,2,3,3,37
4884,2,0,0,2,1,2,1,3,2,2,1,3,3,1,0,2,2,3,3,0,3,36
4885,1,0,3,2,0,2,2,3,0,2,0,3,3,3,2,3,3,1,0,0,2,35
4886,0,2,1,2,1,0,1,1,1,0,3,2,1,0,3,3,2,1,0,1,3,28
4887,3,1,2,1,1,0,3,0,3,1,2,0,2,2,1,1,1,1,3,1,0,29
4888,0,0,2,3,3,2,0,2,2,0,1,3,3,2,2,0,0,2,0,3,1,31
4889,2,2,2,0,2,2,1,2,0,2,2,3,1,1,1,1,1,3,1,1,0,30
4890,1,3,3,0,0,3,2,1,1,2,2,2,1,1,2,1,1,3,2,2,2,35
4891,1,2,1,3,2,2,0,3,1,0,0,3,2,0,0,0,1,1,3,1,0,26
4892,1,2,2,2,3,3,2,0,2,0,1,0,2,3,0,0,3,2,3,2,2,35
4893,2,0,2,1,2,3,3,3,0,2,1,1,1,1,2,2,0,2,0,3,2,33
4894,0,1,1,0,1,1,1,1,0,2,3,0,1,3,3,1,2,2,3,2,0,28
4895,1,2,3,1,2,1,0,2,0,3,1,2,0,3,3,1,2,2,3,3,1,36
4896,0,1,0,0,1,0,3,1,1,0,3,3,0,2,3,2,2,3,1,0,3,29
4897,3,1,2,1,1,3,2,2,3,1,2,2,1,2,0,2,0,3,1,2,0,34
4898,2,3,0,2,3,3,2,3,3,0,0,2,0,0,1,2,2,0,0,3,3,34
4899,3,1,3,1,3,2,3,0,2,2,1,2,2,0,1,0,0,0,1,3,3,33
4900,3,1,2,1,2,1,3,3,2,1,3,2,3,2,0,2,1,0,2,2,1,37
4901,2,0,3,3,3,0,3,2,0,2,0,3,2,0,0,1,2,0,1,1,1,29
4902,3,1,3,2,1,0,0,1,0,0,1,1,0,0,3,2,0,2,2,1,1,24
4903,3,1,0,3,3,0,0,2,1,3,1,3,0,3,2,1,2,3,3,2,3,39
4904,1,0,2,3,2,1,0,1,2,2,3,1,0,2,2,1,0,1,2,0,2,28
4905,2,0,0,0,0,2,2,1,0,1,1,0,2,1,2,0,0,3,0,1,1,19
4906,1,0,1,1,1,1,0,3,1,0,0,3,1,1,3,1,3,2,0,1,2,26
4907,2,1,2,2,1,2,1,3,3,0,2,1,1,0,2,2,0,0,1,3,0,29
4908,3,1,1,0,0,2,1,1,0,3,2,1,1,0,2,0,1,0,1,0,0,20
4909,3,2,2,0,2,3,2,0,2,1,3,2,0,2,2,1,0,0,0,1,2,30
4910,3,0,0,0,2,2,3,2,3,0,0,1,3,1,1,3,3,2,3,1,3,36
4911,2,0,2,3,0,3,1,0,1,2,3,3,3,3,2,1,3,0,2,3,2,39
4912,2,3,3,1,2,2,3,3,2,0,3,2,3,0,3,2,0,3,2,1,3,43
4913,1,3,2,3,2,2,1,0,1,1,2,2,3,0,0,1,1,3,1,3,1,33
4914,2,1,0,0,1,2,3,3,0,0,3,0,1,2,2,2,1,1,3,2,3,32
4915,2,2,2,2,1,3,3,1,1,3,1,2,2,1,3,2,2,2,2,3,0,40
4916,0,2,0,3,2,1,2,1,0,1,3,3,1,2,0,3,1,0,3,0,1,29
4917,3,3,3,1,1,0,1,3,3,1,2,3,3,2,1,3,3,3,1,2,2,44
4918,3,3,0,2,1,1,2,1,3,1,3,0,1,1,0,2,0,1,1,2,3,31
4919,2,3,1,1,1,2,1,1,3,1,1,3,0,0,2,2,3,1,3,3,3,37
4920,3,3,0,1,2,2,1,0,3,1,3,2,0,0,2,2,3,0,2,1,1,32
4921,1,1,0,3,0,3,2,1,0,1,3,0,3,0,0,2,0,3,3,3,3,32
4922,2,0,2,0,2,2,2,1,3,0,2,2,1,3,0,0,2,2,0,1,2,29
4923,0,0,3,1,3,1,0,2,1,1,1,2,3,0,0,1,3,2,1,0,3,28
4924,0,3,3,2,2,0,1,2,3,3,3,2,2,3,3,0,2,2,1,2,0,39
4925,0,0,1,2,1,1,0,1,1,0,3,1,0,1,3,0,3,3,3,3,1,28
4926,3,3,0,0,1,2,1,1,0,1,0,3,2,2,2,3,1,1,3,0,3,32
4927,3,2,1,1,1,1,2,2,1,1,3,1,2,2,3,3,3,0,3,1,3,39
4928,2,1,1,3,2,1,2,0,1,2,3,3,1,2,0,2,1,2,3,3,3,38
4929,2,2,0,3,1,3,0,3,3,2,3,2,1,0,0,1,0,2,2,2,1,33
4930,3,2,0,0,3,0,2,3,3,3,3,1,2,0,2,3,1,2,2,0,3,38
4931,1,2,1,2,2,1,3,0,0,0,2,2,0,2,1,2,2,1,1,3,3,31
4932,3,0,3,3,1,3,1,3,0,0,0,3,0,1,2,2,2,3,3,2,3,38
4933,0,0,1,2,1,2,1,0,2,3,2,1,0,1,0,0,2,2,2,3,2,27
4934,2,0,3,0,3,2,1,1,0,1,3,2,2,3,0,1,0,2,3,3,0,32
4935,0,0,3,3,1,0,3,1,3,2,2,2,0,1,1,2,1,3,1,2,3,34
4936,2,1,0,0,1,1,1,2,2,1,2,1,3,1,2,2,2,0,1,3,1,29
4937,1,0,3,1,0,3,1,3,0,1,3,1,1,0,2,3,1,1,1,1,2,29
4938,1,1,3,3,3,2,2,3,2,1,2,0,0,1,0,2,1,1,2,2,0,32
4939,3,3,0,1,1,1,2,2,0,2,0,2,2,2,2,2,2,2,2,1,3,35
4940,1,0,1,2,1,1,0,1,3,3,1,1,0,0,2,0,3,0,0,1,0,21
4941,1,0,2,3,0,3,3,0,2,2,2,2,3,1,0,2,0,1,0,1,1,29
4942,1,1,1,0,0,1,1,1,0,2,3,0,3,0,1,1,1,2,0,3,1,23
4943,0,0,1,2,3,1,1,1,1,1,2,3,0,0,3,2,2,3,3,3,3,35
4944,3,3,2,3,2,3,2,2,3,3,0,2,1,0,2,2,1,2,0,1,0,37
4945,2,3,2,0,1,0,1,0,0,3,1,1,1,2,0,3,2,1,2,1,3,29
4946,0,3,0,2,2,2,2,2,0,0,0,3,3,0,2,3,0,3,2,0,0,29
4947,3,0,2,0,3,1,1,1,1,3,0,1,3,1,3,3,3,0,1,0,0,30
4948,1,0,2,0,3,3,1,2,2,3,0,0,2,0,3,3,1,0,3,3,2,34
4949,2,0,3,3,0,3,2,1,3,1,1,2,2,2,1,1,0,0,3,3,3,36
4950,3,1,0,1,2,3,3,3,1,1,2,0,2,3,2,3,1,1,1,1,1,35
4951,3,2,0,2,3,2,0,0,2,2,2,1,1,2,2,3,0,2,1,1,1,32
4952,1,3,2,2,3,1,2,3,2,1,1,3,3,3,2,0,0,3,1,1,1,38
4953,1,1,3,1,3,2,0,0,3,2,2,3,2,1,0,3,2,3,1,0,3,36
4954,3,1,3,3,2,3,2,3,2,0,0,0,0,1,1,0,1,3,1,3,3,35
4955,0,2,1,2,1,3,1,3,3,3,2,2,3,2,0,2,3,3,0,3,3,42
4956,2,3,3,2,2,2,0,0,3,0,1,2,3,2,2,3,0,3,1,0,2,36
4957,1,2,0,3,2,1,2,0,0,1,1,1,0,2,3,1,0,1,0,2,0,23
4958,3,3,2,0,1,0,3,3,2,3,1,1,0,3,2,0,1,1,2,2,0,33
4959,2,1,0,0,3,0,3,3,3,1,3,1,3,0,1,3,0,2,1,3,2,35
4960,1,2,3,1,1,3,3,1,2,3,0,2,2,2,3,2,0,3,2,0,0,36
4961,2,0,3,0,3,2,3,3,0,0,0,2,1,1,2,3,3,2,2,1,0,33
4962,2,1,3,2,0,1,2,0,0,2,0,2,1,2,3,3,0,3,0,0,0,27
4963,0,1,0,0,1,0,0,2,2,0,3,0,0,0,2,3,2,2,2,2,1,23
4964,0,0,2,1,0,2,1,2,0,3,1,3,0,2,0,0,3,3,3,3,2,31
4965,0,1,3,0,2,1,2,1,1,0,3,0,2,1,0,1,0,3,0,2,2,25
4966,1,0,2,0,1,1,1,3,0,2,2,0,1,0,0,1,0,0,3,3,0,21
4967,0,3,2,0,1,3,3,2,2,2,2,0,3,2,3,3,1,1,2,2,0,37
4968,3,0,3,0,1,0,2,3,3,0,1,0,3,3,2,3,2,1,0,1,0,31
4969,1,0,1,1,0,3,2,3,2,2,2,2,2,0,2,2,0,3,1,3,2,34
4970,3,1,3,0,2,0,2,2,1,3,2,3,1,2,3,2,2,2,2,3,3,42
4971,1,1,3,0,1,1,0,0,0,2,0,0,3,3,3,2,2,1,0,3,1,27
4972,0,1,2,0,0,2,0,2,1,1,2,3,0,1,0,1,2,2,3,1,0,24
4973,0,1,3,2,3,0,1,3,1,2,2,0,1,0,1,1,0,1,3,1,0,26
4974,3,2,0,0,0,1,1,2,0,0,3,3,1,0,0,0,1,1,3,3,1,25
4975,1,3,2,3,0,0,1,1,0,3,3,0,3,1,1,3,3,0,1,0,3,32
4976,0,2,2,2,3,1,1,3,1,0,0,1,3,1,0,0,3,3,2,0,1,29
4977,2,1,3,1,2,3,3,3,1,1,0,3,3,3,1,2,2,3,3,3,2,45
4978,0,2,1,1,2,0,0,0,3,1,2,0,1,0,0,0,2,2,2,0,0,19
4979,3,1,1,1,2,0,0,1,3,3,2,1,1,1,0,2,2,0,1,3,2,30
4980,0,2,3,3,2,2,2,3,3,2,3,1,0,0,0,1,1,1,2,2,3,36
4981,3,2,0,2,0,3,1,1,3,3,3,1,0,0,0,2,1,0,3,1,2,31
4982,0,0,0,0,2,3,3,0,0,0,0,2,2,2,0,1,2,2,3,2,0,24
4983,1,2,2,1,2,0,1,2,2,3,0,2,2,3,3,2,1,3,1,2,3,38
4984,2,1,2,1,2,0,1,2,3,2,3,0,2,0,3,2,1,2,2,0,1,32
4985,1,2,2,0,2,0,3,1,1,2,1,1,1,2,1,3,2,1,1,0,0,27
4986,3,0,0,3,2,0,2,2,3,2,1,0,0,2,2,2,2,0,0,1,0,27
4987,1,2,0,1,3,2,2,1,0,0,3,1,3,2,0,2,0,0,2,3,3,31
4988,1,0,0,2,2,2,2,0,1,1,3,1,1,0,1,1,2,0,2,3,1,26
4989,3,1,3,2,1,1,3,2,3,3,1,0,1,2,3,3,0,0,2,2,0,36
4990,3,3,2,1,0,0,1,0,0,2,0,1,1,0,0,2,3,3,0,1,2,25
4991,2,0,1,3,2,2,2,3,3,0,0,3,2,3,1,1,0,1,1,2,2,34
4992,3,1,0,1,3,0,2,3,3,2,0,2,2,0,1,3,3,1,1,0,1,32
4993,3,1,2,0,1,3,2,1,1,1,1,3,2,0,0,2,2,2,2,2,0,31
4994,0,2,3,2,3,0,2,1,1,2,3,3,0,3,1,1,3,0,0,2,1,33
4995,0,1,0,2,1,0,3,0,1,1,2,3,2,1,2,2,2,0,3,2,3,31
4996,0,2,2,3,1,3,3,3,0,0,2,3,3,2,3,3,1,0,2,3,0,39
4997,2,2,1,2,1,2,1,2,3,1,1,0,2,1,3,1,0,2,2,3,1,33
4998,0,2,0,1,3,0,0,3,0,2,3,3,1,3,3,3,1,2,2,3,1,36
4999,1,3,2,3,2,1,3,2,2,1,2,2,3,0,0,2,0,0,2,3,2,36
5000,1,3,2,0,1,3,0,1,0,1,3,1,2,3,2,2,3,0,0,3,0,31
5001,1,0,3,2,3,1,1,2,0,3,2,0,2,1,3,3,2,1,1,0,2,33
5002,1,0,2,3,3,0,3,1,0,3,1,3,0,3,2,0,0,3,2,0,0,30
5003,0,3,0,3,2,1,1,0,0,0,1,2,0,0,3,0,3,3,3,1,0,26
5004,0,0,1,3,2,2,2,2,3,0,0,3,3,1,0,3,0,2,2,2,3,34
5005,2,0,0,2,2,3,0,3,2,3,2,2,1,2,1,2,3,2,1,0,1,34
5006,0,1,2,0,1,1,3,3,3,0,0,0,0,1,0,2,3,1,0,0,0,21
5007,0,2,0,3,1,3,1,3,3,3,3,3,1,2,3,2,2,0,0,3,3,41
5008,1,3,3,0,3,1,3,3,3,1,1,0,1,3,1,2,0,2,0,1,1,33
5009,3,3,1,3,1,0,0,0,0,3,3,1,1,3,0,1,3,3,0,0,0,29
5010,1,2,0,3,1,2,2,2,1,2,3,2,0,3,2,1,1,2,0,3,2,35
5011,0,0,2,3,3,0,0,2,3,0,2,0,2,1,3,3,0,1,1,1,3,30
5012,3,2,2,0,2,0,2,0,2,1,2,2,2,1,2,2,0,0,2,0,2,29
5013,0,1,0,0,0,1,1,1,3,0,3,1,1,2,2,3,1,3,2,2,0,27
5014,2,1,1,2,3,1,2,2,0,0,0,0,1,3,0,1,2,0,2,0,1,24
5015,0,2,0,2,2,2,1,1,3,2,2,3,1,0,2,0,3,2,0,0,1,29
5016,1,1,0,2,2,2,3,0,1,1,2,2,2,2,3,0,2,3,0,1,0,30
5017,3,1,3,2,0,0,3,1,1,2,3,1,0,0,3,1,3,1,2,0,2,32
5018,2,0,2,0,2,2,2,3,3,1,2,3,3,2,1,1,2,3,1,0,0,35
5019,0,0,2,0,0,1,3,0,1,0,3,0,1,2,3,2,2,2,2,2,3,29
5020,0,0,2,1,2,1,1,3,0,0,0,3,2,2,0,1,3,2,3,3,2,31
5021,2,0,1,0,2,0,2,1,3,1,0,1,0,2,1,3,1,3,1,3,2,29
5022,0,2,0,0,2,3,2,2,3,2,1,2,3,3,1,3,2,3,0,1,3,38
5023,3,3,1,0,2,1,1,3,3,2,3,0,3,1,1,2,3,2,3,3,0,40
5024,2,3,2,3,2,2,1,3,1,1,1,1,0,2,0,0,2,2,2,1,2,33
5025,2,1,0,3,3,3,3,3,1,2,1,3,1,2,3,3,1,2,1,1,2,41
5026,2,1,0,0,2,1,2,0,0,3,3,0,0,0,2,0,2,2,2,0,0,22
5027,0,0,3,2,3,1,2,2,0,3,2,0,2,2,2,0,0,2,1,0,1,28
5028,2,2,2,2,0,0,0,1,3,0,0,0,3,3,1,0,0,1,3,0,1,24
5029,0,2,2,0,3,2,3,2,3,1,0,0,0,3,2,2,2,3,0,2,3,35
5030,1,0,3,1,0,2,2,1,2,3,1,1,2,1,3,0,2,1,0,1,3,30
5031,2,3,0,1,0,0,0,3,3,2,2,2,0,3,1,0,3,2,2,1,1,31
5032,2,0,0,3,2,3,1,0,2,1,2,0,3,2,1,0,0,1,0,3,3,29
5033,0,2,0,1,2,1,1,3,0,3,1,2,2,3,2,3,2,0,1,0,1,30
5034,2,2,2,3,1,2,3,2,3,1,0,2,2,1,3,1,1,0,0,0,2,33
5035,2,0,0,0,0,2,1,0,3,0,1,3,3,2,2,0,1,3,3,2,2,30
5036,2,0,0,1,3,3,3,0,1,3,1,3,2,3,3,1,3,0,0,1,0,33
5037,1,3,0,2,1,3,0,1,2,2,3,1,3,0,0,1,3,2,1,3,0,32
5038,1,3,3,3,3,3,2,3,3,0,3,2,0,0,2,2,0,2,1,0,1,37
5039,2,3,1,3,2,0,1,3,3,0,0,3,1,0,3,1,0,3,1,2,2,34
5040,3,1,2,1,0,0,0,3,1,1,1,1,2,1,2,0,1,2,3,3,0,28
5041,3,3,1,0,3,1,0,1,0,1,0,0,0,0,3,1,2,1,0,2,3,25
5042,2,0,0,1,3,1,0,0,3,2,2,1,0,0,3,2,2,2,0,2,1,27
5043,3,2,0,2,1,2,2,1,1,1,3,0,1,1,2,2,0,1,0,2,3,30
5044,3,1,2,1,2,2,1,1,3,2,0,0,0,1,2,1,1,2,0,2,0,27
5045,2,3,0,1,1,0,3,0,2,1,1,1,3,0,3,3,0,2,3,2,3,34
5046,1,2,3,3,0,3,1,1,3,0,1,0,1,3,0,3,2,3,1,2,1,34
5047,2,1,2,1,1,0,0,3,1,2,0,2,3,1,0,3,1,0,1,3,0,27
5048,1,2,3,1,0,2,1,3,3,2,3,2,0,0,0,1,3,1,1,1,0,30
5049,2,0,1,3,2,2,1,3,3,3,3,1,2,0,1,2,1,3,3,0,3,39
5050,3,2,2,3,2,1,3,1,2,1,2,3,3,3,2,1,2,2,1,2,3,44
5051,1,3,0,0,3,1,0,0,3,1,3,1,0,3,3,2,3,0,1,3,0,31
5052,0,0,2,3,1,3,3,1,2,2,2,2,2,3,2,3,2,0,0,0,1,34
5053,0,0,2,1,2,0,2,1,0,2,1,0,0,1,0,3,3,3,3,3,1,28
5054,3,3,3,3,2,2,3,0,0,0,1,2,3,1,3,2,0,3,2,1,3,40
5055,3,1,0,2,3,0,2,0,2,3,3,3,0,3,3,2,3,3,2,2,3,43
5056,0,3,1,3,3,3,2,0,0,2,1,2,2,0,2,3,2,1,1,0,3,34
5057,2,1,1,3,2,3,2,2,2,0,0,1,2,3,2,0,1,1,3,0,2,33
5058,1,2,3,2,3,3,3,1,1,0,2,2,1,2,1,3,2,1,1,1,3,38
5059,1,3,2,0,3,3,0,1,2,3,0,1,1,3,3,2,1,3,2,2,0,36
5060,3,2,0,1,3,3,3,3,2,1,0,1,0,1,1,1,0,1,1,3,3,33
5061,0,0,1,3,3,0,0,0,1,2,2,0,0,0,0,1,3,3,0,1,2,22
5062,0,0,1,3,0,2,3,1,0,0,0,0,1,2,0,0,0,1,0,0,1,15
5063,0,3,3,0,0,0,3,1,0,1,0,0,0,3,3,1,3,2,2,1,0,26
5064,3,3,2,0,0,1,1,0,2,2,2,3,1,0,0,2,1,2,0,0,3,28
5065,1,2,1,1,0,3,0,0,1,1,1,3,3,2,1,2,3,1,2,2,2,32
5066,0,3,3,1,0,1,3,1,1,2,3,0,3,1,0,0,1,2,3,1,0,29
5067,1,0,0,0,3,1,1,3,0,2,1,2,0,1,1,2,1,2,0,3,1,25
5068,1,0,0,2,0,3,1,0,1,3,3,2,1,1,1,2,1,0,0,0,0,22
5069,3,1,2,3,0,0,2,1,2,0,1,3,3,1,1,2,1,0,2,1,2,31
5070,0,0,0,1,0,3,1,0,1,1,0,1,2,2,1,3,2,1,1,2,3,25
5071,2,0,1,1,2,1,0,0,1,1,3,2,3,1,3,2,0,1,0,2,2,28
5072,2,0,3,3,1,1,1,3,1,2,3,3,2,2,2,0,2,2,1,3,0,37
5073,0,3,1,1,3,0,0,0,3,1,1,3,3,2,3,0,3,2,0,1,0,30
5074,0,2,3,1,0,2,2,1,3,1,1,0,1,3,0,2,3,1,1,2,0,29
5075,2,1,2,1,1,0,3,2,3,3,1,2,2,0,2,3,2,2,1,1,2,36
